nome,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Software Engineer Java/Kotlin ou Ruby - Sênior",Sênior,Remoto,CLT,,Clean Code,Java,Kotlin,TDD,AWS S3,Ruby on Rails,,,,,,
"Vencida, Desenvolvedor(a) Mobile Ionic/React Native Pleno",Pleno,Remoto,PJ,,JavaScript,Git,React Native,Ionic,,,,,,,,
"Vencida, Desenvolvedor(a) Back End Sênior",Sênior,Não Remoto,CLT,,Java,RESTful,Spring,Spring Boot,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End",Não especificado,Remoto,PJ,6.000,Node.js,PHP,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Back End Pleno",Pleno,Remoto,PJ,,Linux,Python,RESTful,Flask,SQL,,,,,,,
"Vencida, Dev Ruby on Rails Pleno Especialista",Pleno,Não Remoto,CLT,,PostgreSQL,Ruby on Rails,TDD,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End Sênior ",Sênior,Não Remoto,CLT,,API,HTML,JavaScript,Ajax,CSS,,,,,,,
"Vencida, Desenvolvedor(a) Back-End (LÍDER TÉCNICO I)",Não especificado,Remoto,CLT,,Java,Linux,SQL,NoSQL,,,,,,,,
"Vencida, Estágio Desenvolvedor(a) Full Stack",Não especificado,Remoto,Estágio,1.500,API,JavaScript,NoSQL,ReactJS,React Native,Git,,,,,,
"Vencida, ENGENHEIRO(A) DE SOFTWARE SÊNIOR (DevSecOps)",Sênior,Remoto,CLT,,API,CSS,Git,HTML,MySQL,PostgreSQL,,,,,,
"Vencida, ENGENHEIRO(A) DE SOFTWARE RUBY ESPECIALISTA ",Não especificado,Remoto,CLT,,API,Ruby on Rails,SCRUM,SQL,,,,,,,,
"Vencida, Dev React Native",Não especificado,Remoto,PJ,5.000,CSS,React Native,TypeScript,,,,,,,,,
"Vencida, Estágio de Desenvolvimento PHP / Wordpress",Não especificado,Não Remoto,Estágio,1.500,Bootstrap,Git,PHP,WordPress,MySQL,,,,,,,
"Vencida, Desenvolvedor(a) CakePHP",Não especificado,Remoto,PJ,6.000,MySQL,PHP,CakePHP,,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack React & Node - remoto",Não especificado,Remoto,PJ,10.000,Node.js,MySQL,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter Full Stack",Não especificado,Não Remoto,PJ,7.000,API,Flutter,Node.js,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) React Pleno",Pleno,Remoto,PJ,4.000,Git,ReactJS,Testes Funcionais,CSS,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) .NET",Não especificado,Não Remoto,PJ,15.000,C#,JavaScript,.NET,SQL,CSS,,,,,,,
"Vencida, Desenvolvedor(a) Mobile IOS",Não especificado,Não Remoto,CLT,,iOS,Objective-C,Web Services,,,,,,,,,
"Vencida, Tech Lead",Não especificado,Remoto,PJ,15.000,C#,C++,JSON,,,,,,,,,
"Vencida, Desenvolvedor(a) RPA",Não especificado,Não Remoto,CLT,6.000,RobotFramework,Python,JavaScript,ORACLE,VBA,.NET,,,,,,
"Vencida, Desenvolvedor(a) FrontEnd Angular10+ - Pleno",Pleno,Remoto,PJ,3.000,Angular,Bootstrap,Git,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,4.000,Java,Linux,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Wordpress",Não especificado,Não Remoto,PJ,3.500,WordPress,PHP,MySQL,JavaScript,CSS,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,,Java,SQL,RESTful,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) JAVA SÊNIOR",Sênior,Não Remoto,CLT,,ORACLE,Spring Boot,Java,,,,,,,,,
"Vencida, Arquiteto de Sistemas",Não especificado,Remoto,CLT,,Angular,Docker,Java,Spring Boot,Spring Cloud,Git,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Remoto,CLT,5.000,Angular,CSS,HTML,Java,,,,,,,,
"Vencida, Desenvolvedor(a) Front End Pleno",Pleno,Remoto,CLT / PJ,7.000,JavaScript,Testes automatizados,CSS,Git,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter | Dart (Pleno)",Pleno,Não Remoto,PJ,6.000,Android,Dart,Flutter,iOS,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack PHP Pleno",Pleno,Não Remoto,CLT,,PHP,JavaScript,jQuery,MySQL,,,,,,,,
"Vencida, Desenvolvedor(a) PHP | Laravel (Sênior)",Sênior,Não Remoto,PJ,6.000,Docker,Laravel,PHP,MySQL,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Pleno/Sênior",Sênior,Remoto,PJ,,Vue.js,ReactJS,CSS,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) .Net",Não especificado,Não Remoto,PJ,,Node.js,C#,MongoDB,.NET,SQL Server,,,,,,,
"Vencida, DESENVOLVEDOR(A) iOS / ANDROID",Não especificado,Não Remoto,PJ,10.000,Android,iOS,Objective-C,Swift,Java,,,,,,,
"Vencida, ANALISTA DE DESENVOLVIMENTO",Não especificado,Não Remoto,CLT,5.000,RESTful,CSS,JavaScript,MongoDB,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Angular Sênior",Sênior,Remoto,CLT / PJ,,Angular,CSS,HTML,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack PHP",Não especificado,Não Remoto,CLT,3.000,PHP,HTML,jQuery,MySQL,CSS,,,,,,,
"Vencida, Desenvolvedor(a) Pleno",Pleno,Não Remoto,PJ,6.000,CSS,Git,JavaScript,Laravel,MySQL,PHP,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails Pleno",Pleno,Remoto,CLT / PJ,8.000,JavaScript,Ruby on Rails,NoSQL,Git,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Java - Pleno",Pleno,Não Remoto,CLT,,CSS,Hibernate,Java,jQuery,SQL,Spring,,,,,,
"Vencida, Programador(a) Full-Stack JavaScript / React Pleno",Pleno,Remoto,CLT / PJ,8.000,JavaScript,ReactJS,Node.js,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,PJ,,Java,SCRUM,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Jr",Não especificado,Não Remoto,CLT,2.000,PHP,Testes unitários,SCRUM,JavaScript,CSS,,,,,,,
"Vencida, Analista de Conversão de Dados",Não especificado,Remoto,CLT,,MySQL,SQL,SQL Server,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Remoto,CLT,,CSS,HTML,Java,JavaScript,SQL,,,,,,,
"Vencida, Desenvolvedor(a) Frontend CRM",Não especificado,Remoto,CLT,,JavaScript,HTML,CSS,Bootstrap,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails/Angular Sênior",Sênior,Não Remoto,CLT,5.000,SQL,Angular,Ruby on Rails,Git,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end Júnior (remoto)",Júnior,Remoto,CLT / PJ,,Git,Node.js,API,MongoDB,,,,,,,,
"Vencida, Programador(a) Python (Engenheiro de Dados de Saúde)",Não especificado,Remoto,PJ,,API,AWS S3,SQL,Python,,,,,,,,
"Vencida, Programador(a) Javascript",Não especificado,Remoto,PJ,3.000,JavaScript,Git,HTML,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno",Pleno,Remoto,PJ,4.000,HTML,JavaScript,CSS,PHP,MySQL,,,,,,,
"Vencida, Desenvolvedor(a) FRONTEND",Não especificado,Remoto,PJ,6.000,CSS,HTML,JavaScript,ReactJS,,,,,,,,
"Vencida, Tech Lead Drupal - PHP - Acquia - MySQL / SQL Server",Não especificado,Remoto,CLT / PJ,,API,CSS,Drupal,HTML,PHP,SQL,,,,,,
"Vencida, Desenvolvedor(a) Laravel",Não especificado,Remoto,PJ,6.000,CSS,HTML,Laravel,MySQL,PHP,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) Fullstack PHP Pleno",Pleno,Não Remoto,CLT,4.000,Bootstrap,CSS,Git,jQuery,MySQL,PHP,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno (Python/Vue)",Pleno,Remoto,PJ,10.000,JavaScript,Python,Vue.js,SQL,,,,,,,,
"Vencida, Full-Stack Developer",Não especificado,Remoto,PJ,10.000,ReactJS,JavaScript,CSS,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) React Frontend",Não especificado,Não Remoto,PJ,,Bootstrap,ReactJS,JavaScript,,,,,,,,,
"Vencida, Software Developer - ReactJS / PHP Laravel - Senior",Não especificado,Remoto,CLT / PJ,15.000,MySQL,Laravel,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Remoto,PJ,,Angular,API,.NET,CSS,Flutter,,,,,,,
"Vencida, Senior Node.js Developer",Não especificado,Remoto,CLT,,API,Continuous Integration,Node.js,SQL,Clean Code,,,,,,,
"Vencida, Senior Front End Developer",Não especificado,Remoto,CLT,,API,JavaScript,ReactJS,CSS,Clean Code,HTML,,,,,,
"Vencida, Estágio Desenvolvedor(a) Front-End Júnior",Júnior,Não Remoto,Estágio,,JavaScript,ReactJS,Redux,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,6.000,Java,Spring,MongoDB,,,,,,,,,
"Vencida, Desenvolvedor(a) ASP.Net",Não especificado,Não Remoto,PJ,4.000,Angular,C#,JavaScript,.NET,,,,,,,,
"Vencida, ANALISTA DE SUPORTE TÉCNICO JÚNIOR",Júnior,Remoto,PJ,2.000,HTML,JavaScript,WordPress,CSS,Linux,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno",Pleno,Remoto,PJ,,C#,JavaScript,.NET,ASP.NET Core,CSS,MySQL,,,,,,
"Vencida, Desenvolvedor(a) PHP Backend Laravel",Não especificado,Remoto,PJ,3.500,API,Git,Laravel,RESTful,PHP,MySQL,,,,,,
"Vencida, Desenvolvedor(a) Frontend Vue.js Júnior",Júnior,Remoto,PJ,2.000,Git,CSS,HTML,JavaScript,Vue.js,,,,,,,
"Vencida, Estágio - Desenvolvedor Fullstack PHP / Vue",Não especificado,Remoto,Estágio,1.000,CSS,HTML,PHP,JavaScript,,,,,,,,
"Vencida, Front End Developer (pleno)",Pleno,Remoto,PJ,,Git,JavaScript,JSON,API,CSS,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) Backend Java SR",Não especificado,Remoto,CLT,12.000,API,Java,JavaEE,Spring Boot,,,,,,,,
"Vencida, Desenvolvedor(a) Java PL",Não especificado,Não Remoto,CLT,10.000,API,Java,JavaEE,,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack",Não especificado,Não Remoto,CLT,3.000,C#,SQL,CSS,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Android - Nativo ",Não especificado,Remoto,CLT / PJ,10.000,Android,Java,Kotlin,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend C# Sênior",Sênior,Remoto,PJ,10.000,API,Docker,kubernetes,C#,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Não Remoto,CLT,2.500,Node.js,Bootstrap,JavaScript,CSS,MongoDB,,,,,,,
"Vencida, Desenvolvedor(a) WordPress",Não especificado,Não Remoto,PJ,,WordPress,JavaScript,jQuery,Laravel,PHP,MySQL,,,,,,
"Vencida, Analista de Sistemas Java",Não especificado,Não Remoto,CLT,6.000,API,Java,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack Ruby on Rails/Angular",Não especificado,Remoto,PJ,7.000,Angular,Docker,jQuery,Ruby on Rails,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack NodeJS/React Pleno",Pleno,Remoto,PJ,7.000,MongoDB,CSS,Node.js,JavaScript,,,,,,,,
"Vencida, Analista Desenvolvedor(a) .NET Sênior",Sênior,Remoto,PJ,15.000,C#,Docker,SCRUM,.NET,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js Sênior",Sênior,Remoto,PJ,12.000,Google Cloud,Node.js,PostgreSQL,ReactJS,,,,,,,,
"Vencida, Programador(a) PHP",Não especificado,Remoto,PJ,2.500,PHP,JavaScript,HTML,Laravel,CSS,,,,,,,
"Vencida, Desenvolvedor(a) PHP",Não especificado,Remoto,PJ,5.000,CSS,PHP,MySQL,JavaScript,HTML,,,,,,,
"Vencida, DEV Full Stack JS React + Node Pleno",Pleno,Remoto,PJ,6.000,ReactJS,Angular,JavaScript,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) Front End SR",Não especificado,Remoto,CLT,,Sass,Angular,CSS,Git,HTML,JavaScript,,,,,,
"Vencida, Vaga desenvolvedor(a) sênior/pleno Ruby on Rails:",Sênior,Remoto,PJ,10.000,Ruby on Rails,JavaScript,PostgreSQL,,,,,,,,,
"Vencida, Programador(a) PHP FullStack",Não especificado,Não Remoto,PJ,4.000,PHP,CSS,Laravel,MVC,Vue.js,,,,,,,
"Vencida, Analista de Sistema .Net",Não especificado,Remoto,PJ,6.000,.NET,Angular,C#,TypeScript,,,,,,,,
"Vencida, Analista de dados - DBA ",Não especificado,Remoto,CLT,6.000,MySQL,ORACLE,SQL,SQLPL,,,,,,,,
"Vencida, Desenvolvedor Oracle ",Não especificado,Remoto,CLT,6.000,ORACLE,SQL,SQLite,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP",Não especificado,Remoto,PJ,3.000,CSS,HTML,JavaScript,MySQL,PHP,,,,,,,
"Vencida, DEV Front-end React Sênior",Sênior,Remoto,PJ,10.000,Angular,ReactJS,TypeScript,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Full Stack",Não especificado,Remoto,PJ,5.000,JavaScript,MySQL,PHP,CSS,HTML,,,,,,,
"Vencida, Desenvolvedor(a) Java Full Stack Júnior",Júnior,Não Remoto,CLT,3.500,JavaScript,SQL,Vue.js,Bootstrap,Java,,,,,,,
"Vencida, Desenvolvedor(a) Python Sênior",Sênior,Remoto,PJ,7.000,Testes Funcionais,desktop,Python,,,,,,,,,
"Vencida, Mid level C# Developer ",Não especificado,Não Remoto,CLT,7.000,CSS,C#,Testes automatizados,Git,JavaScript,,,,,,,
"Vencida, Analista TI Jr",Não especificado,Não Remoto,CLT,2.500,HTML,Java,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Não Remoto,CLT / PJ,,Node.js,ReactJS,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend NodeJs",Não especificado,Remoto,PJ,,JavaScript,Node.js,MySQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end ",Não especificado,Não Remoto,CLT / PJ,5.000,Bootstrap,ReactJS,React Native,Redux,Styled-Components,,,,,,,
"Vencida, ENGENHEIRO PROGRAMADOR(A) DE SOFTWARE SR.",Não especificado,Não Remoto,CLT,7.000,DIGITAL Command Language,C,C++,Python,,,,,,,,
"Vencida, Front End Engineer",Não especificado,Remoto,PJ,,CSS,Git,Ruby on Rails,JavaScript,HTML,,,,,,,
"Vencida, Desenvolvedor(a) iOS SR",Não especificado,Remoto,CLT,,API,iOS,SCRUM,Objective-C,Swift,,,,,,,
"Vencida, Desenvolvedor(a) Android SR",Não especificado,Remoto,CLT,,Java,Jenkins ,SCRUM,Android,API,Kotlin,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno",Pleno,Não Remoto,CLT / PJ,7.000,CSS,HTML,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Java/Angular Pleno",Pleno,Remoto,PJ,7.000,Angular,Java,MongoDB,MySQL,PostgreSQL,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) Back End Ruby [Web Apps / Plugins de Ecommerce]",Não especificado,Remoto,PJ,,Docker,MySQL,Ruby on Rails,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Remoto,CLT / PJ,,Node.js,CSS,HTML,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PL",Não especificado,Remoto,CLT,,Sass,CSS,Git,HTML,JavaScript,Node.js,,,,,,
"Vencida, Desenvolvedor(a) Laravel",Não especificado,Remoto,Estágio,1.000,MySQL,Laravel,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Back End PL",Não especificado,Remoto,CLT,,.NET,C#,Git,ASP.NET Core,SQL Server,,,,,,,
"Vencida, Scrummaster / Analista Funcional ",Não especificado,Remoto,PJ,12.000,API,JSON,SCRUM,XML,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end Pleno (Java/SpringBoot)",Pleno,Não Remoto,CLT,,Azure,Java,MongoDB,Spring Boot,,,,,,,,
"Vencida, Desenvolvedor(a) Web / Wordpress",Não especificado,Não Remoto,PJ,3.000,HTML,WordPress,CSS,PHP,,,,,,,,
"Vencida, Estagio para Programador(a) PHP",Não especificado,Remoto,Estágio,1.500,MySQL,Laravel,HTML,CSS,PHP,,,,,,,
"Vencida, Analista Python Sênior",Sênior,Não Remoto,CLT / PJ,,Python,AWS RDS (Relational Database Service),SQL Server,,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js / MongoDB Sr",Não especificado,Remoto,CLT,10.000,Continuous Integration,Docker,MongoDB,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Não Remoto,PJ,,Angular,Git,Hibernate,Java,Spring,,,,,,,
"Vencida, Desenvolvedor(a) NodeJS Back-end Pleno",Pleno,Remoto,PJ,8.000,AdonisJS,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),Express,Node.js,MySQL,,,,,,
"Vencida, Desenvolvedor(a) NodeJS Back-end Sênior ",Sênior,Remoto,PJ,15.000,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),Node.js,PostgreSQL,,,,,,,,
"Vencida, Desenvolvedor(a) ReactJS Pleno",Pleno,Remoto,PJ,6.000,ReactJS,RESTful,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Pleno",Pleno,Não Remoto,CLT / PJ,5.000,API,CSS,HTML,JavaScript,Testes automatizados,,,,,,,
"Vencida, Desenvolvedor(a) Pleno PHP",Pleno,Não Remoto,PJ,5.000,PostgreSQL,RESTful,MVC,PHP,Laravel,MySQL,,,,,,
"Vencida, Desenvolvedor(a) Pleno Vue",Pleno,Não Remoto,PJ,5.000,CSS,HTML,JSON,SEO,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Não Remoto,PJ,6.000,Angular,C#,CSS,JavaScript,SQL,.NET,,,,,,
"Vencida, Desenvolvedor(a) C++ C#",Não especificado,Remoto,PJ,12.000,.NET,C#,JSON,XML,API,C++,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Remoto,PJ,6.000,API,Hibernate,Java,MySQL,Spring Boot,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno",Pleno,Remoto,PJ,5.000,CSS,JavaScript,ReactJS,Redux,,,,,,,,
"Vencida, Desenvolvedor(a) Backend Elixir | Pleno",Pleno,Remoto,PJ,,Git,Elixir,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End Pleno",Pleno,Remoto,CLT,8.000,C#,Cloud,MySQL,.NET,SQL Server,,,,,,,
"Vencida, React Native/NodeJs Developer ",Não especificado,Remoto,CLT,,MongoDB,Node.js,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) NodeJS",Não especificado,Remoto,PJ,2.500,Node.js,TypeScript,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Web .NET Pleno",Pleno,Remoto,CLT / PJ,7.000,Angular,Bootstrap,CSS,JavaScript,.NET,SQL,,,,,,
"Vencida, Python Developer",Não especificado,Remoto,CLT,,Django,Git,MySQL,PostgreSQL,Python,,,,,,,
"Vencida, Desenvolvedor(a) Magento Sênior",Sênior,Remoto,PJ,12.000,Magento,MySQL,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Asp.NET",Não especificado,Remoto,PJ,4.000,ASP.NET Core,ASP.NET MVC,C#,.NET,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js / PHP",Não especificado,Remoto,PJ,3.000,Node.js,PHP,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno",Pleno,Remoto,PJ,,PostgreSQL,Python,Pandas,,,,,,,,,
"Vencida, Security Engineer",Não especificado,Não Remoto,PJ,,Salesforce,Administrador de sistema,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Kotlin",Não especificado,Remoto,PJ,,Docker,Git,Kotlin,Linux,RESTful,,,,,,,
"Vencida, Desenolvedor(a) Javascript Júnior",Júnior,Remoto,CLT / PJ,3.500,Git,JavaScript,Node.js,ReactJS,React Native,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,PJ,6.000,Java,SQL,API,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend Javascript",Não especificado,Remoto,PJ,2.500,Design Pattern,TDD,Docker,JavaScript,Node.js,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) Java Júnior",Júnior,Não Remoto,CLT / PJ,,HTML,Java,JavaScript,SQL Server,,,,,,,,
"Vencida, Programador(a) - Ionic [São Paulo - SP]",Não especificado,Não Remoto,CLT,5.000,Angular,Azure,Git,Ionic,Firebase,MySQL,,,,,,
"Vencida, Senior Frontend Developer",Não especificado,Remoto,PJ,,Ember.js,ReactJS,Sass,CSS,HTML,,,,,,,
"Vencida, Dev Backend (Ruby on Rails)",Não especificado,Remoto,PJ,10.000,API,PostgreSQL,RESTful,Ruby on Rails,,,,,,,,
"Vencida, Dev Frontend (React JS)",Não especificado,Remoto,PJ,10.000,JavaScript,ReactJS,Web API,,,,,,,,,
"Vencida, Full Stack Ruby on Rails & React JS",Não especificado,Remoto,PJ,10.000,PostgreSQL,ReactJS,Ruby on Rails,API,,,,,,,,
"Vencida, Desenvolvedor(a) Java / Pleno",Pleno,Remoto,CLT / PJ,8.000,HTTP,Java,NoSQL,SCRUM,Testes automatizados,SQL,,,,,,
"Vencida, Desenvolvedor(a) NodeJS",Não especificado,Remoto,PJ,5.000,Node.js,PostgreSQL,TypeScript,,,,,,,,,
"Vencida, Desenvolvedor(a) React Native",Não especificado,Remoto,PJ,2.500,JavaScript,React Native,TypeScript,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) MOBILE ANDROID / IOS - MAIS DE 2 ANOS EXPERIÊNCIA",Não especificado,Não Remoto,PJ,,Android,iOS,Swift,Java,,,,,,,,
"Vencida, Desenvolvedor(a) .NET / NodeJS Pleno",Pleno,Remoto,PJ,8.000,.NET,API,Node.js,AWS RDS (Relational Database Service),,,,,,,,
"Vencida, Desenvolvedor(a) ReactJS",Não especificado,Remoto,PJ,2.500,JavaScript,ReactJS,Redux,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Flutter / React Native",Não especificado,Remoto,PJ,7.000,AWS EC2 (Elastic Compute Cloud),Flutter,Laravel,React Native,,,,,,,,
"Vencida, Líder Técnico Mobile / Pleno",Pleno,Remoto,CLT / PJ,12.000,Android,iOS,Kanban,SCRUM,,,,,,,,
"Vencida, Pessoa Fullstack Node / React - Pleno/Sênior",Sênior,Remoto,CLT,8.000,JavaScript,Node.js,ReactJS,NoSQL,,,,,,,,
"Vencida, Desenvolvedor(a) Front End Sênior",Sênior,Não Remoto,PJ,12.000,Angular,HTML,JavaScript,SCSS,Vue.js,,,,,,,
"Vencida, Programador(a) C# / .NET Pleno",Pleno,Não Remoto,CLT,,C#,Clean Code,Git,SQL,.NET,,,,,,,
"Vencida, Programador(a) Web Sênior",Sênior,Não Remoto,PJ,,Angular,JavaScript,jQuery,Node.js,PHP,SQL,,,,,,
"Vencida, Engenheiro da Computação Sênior",Sênior,Remoto,PJ,,Java,Linux,MySQL,Node.js,POO,RESTful,,,,,,
"Vencida, Desenvolvedor(a) .Net Júnior",Júnior,Não Remoto,PJ,3.500,C#,MVC,.NET,SQL,,,,,,,,
"Vencida, DESENVOLVEDOR(A) PHP",Não especificado,Não Remoto,CLT / PJ,,CSS,JavaScript,jQuery,MySQL,PHP,,,,,,,
"Vencida, Programador(a) .Net Júnior",Júnior,Não Remoto,PJ,3.500,C#,CSS,HTML,JavaScript,.NET,SQL Server,,,,,,
"Vencida, DESENVOLVEDOR(A) FULL STACK",Não especificado,Remoto,CLT,2.500,Angular,Git,Java,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno",Pleno,Não Remoto,PJ,,API,Flask,Linux,MongoDB,Python,Selenium,,,,,,
"Vencida, DESENVOLVEDOR(A) FRONT-END",Não especificado,Remoto,CLT,4.000,Angular,CSS,HTML,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Kotlin Pleno",Pleno,Remoto,CLT,,Android,Kotlin,MVVM,,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js Pleno",Pleno,Remoto,CLT,,JavaScript,Node.js,TypeScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Mean Sênior",Sênior,Remoto,PJ,8.000,MongoDB,JavaScript,Angular,Node.js,,,,,,,,
"Vencida, DESENVOLVEDOR(A) FRONT-END",Não especificado,Remoto,CLT / PJ,8.000,ReactJS,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Pessoa Desenvolvedora Backend Java",Não especificado,Não Remoto,CLT / PJ,,Java,API,Spring Boot,,,,,,,,,
"Vencida, Programador(a) Front End Angular",Não especificado,Remoto,CLT / PJ,10.000,Angular,CSS,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET",Não especificado,Não Remoto,CLT,8.000,C#,.NET,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) React Native Pleno",Pleno,Remoto,CLT,,Android,iOS,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno ",Pleno,Remoto,PJ,6.000,API,JavaScript,Kanban,PostgreSQL,ReactJS,Node.js,,,,,,
"Vencida, Desenvolvedor(a) - Ruby on Rails - Sênior",Sênior,Remoto,CLT,8.000,PostgreSQL,Redis,Ruby on Rails,Git,,,,,,,,
"Vencida, Analista de Infra/DevOps",Não especificado,Remoto,PJ,,C#,Docker,Node.js,SCRUM,DevOps,Cloud,,,,,,
"Vencida, Programador(a) Full Stack - Android / React Native - Júnior",Júnior,Remoto,PJ,5.000,Android,React Native,Java,JavaScript,,,,,,,,
"Vencida, Software Developer C# ",Não especificado,Remoto,CLT,8.000,.NET,C#,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Web Fullstack (PHP)",Não especificado,Remoto,CLT / PJ,4.000,CSS,Git,HTML,JavaScript,PHP,SQL,,,,,,
"Vencida, Desenvolvedor(a) Freelancer - Mapeamento de Stakeholders | API",Não especificado,Remoto,PJ,,API,JSON,MySQL,PHP,,,,,,,,
"Vencida, Desenvolvedor(a) Wordpress",Não especificado,Não Remoto,CLT,5.000,CSS,HTML,PHP,WordPress,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack",Não especificado,Remoto,CLT / PJ,,Laravel,JavaScript,PHP,CSS,MySQL,,,,,,,
"Vencida, Desenvolvedor(a) Salesforce",Não especificado,Não Remoto,CLT / PJ,10.000,Git,HTML,Salesforce,Aura,SQL,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Web ReactJS",Não especificado,Remoto,PJ,,JavaScript,MongoDB,GraphQL,PostgreSQL,ReactJS,RESTful,,,,,,
